instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_name,weathersit_name,weekday_name,year_month
953,2011-02-12,1,0,2,7,0,6,0,1,0.12,0.1515,0.8,0.1045,2,9,11,Musim Semi,Cerah,Sabtu,2011-02
954,2011-02-12,1,0,2,8,0,6,0,1,0.14,0.1515,0.86,0.1343,2,28,30,Musim Semi,Cerah,Sabtu,2011-02
955,2011-02-12,1,0,2,9,0,6,0,1,0.16,0.1818,0.64,0.1343,5,38,43,Musim Semi,Cerah,Sabtu,2011-02
956,2011-02-12,1,0,2,10,0,6,0,1,0.22,0.2121,0.41,0.2537,13,71,84,Musim Semi,Cerah,Sabtu,2011-02
957,2011-02-12,1,0,2,11,0,6,0,1,0.3,0.2727,0.28,0.3284,30,84,114,Musim Semi,Cerah,Sabtu,2011-02
958,2011-02-12,1,0,2,12,0,6,0,1,0.3,0.2727,0.39,0.4627,27,93,120,Musim Semi,Cerah,Sabtu,2011-02
959,2011-02-12,1,0,2,13,0,6,0,1,0.3,0.2727,0.39,0.4179,32,103,135,Musim Semi,Cerah,Sabtu,2011-02
960,2011-02-12,1,0,2,14,0,6,0,1,0.34,0.3182,0.31,0.2836,30,90,120,Musim Semi,Cerah,Sabtu,2011-02
961,2011-02-12,1,0,2,15,0,6,0,1,0.34,0.303,0.29,0.4179,47,127,174,Musim Semi,Cerah,Sabtu,2011-02
962,2011-02-12,1,0,2,16,0,6,0,1,0.34,0.303,0.29,0.4179,42,103,145,Musim Semi,Cerah,Sabtu,2011-02
963,2011-02-12,1,0,2,17,0,6,0,1,0.32,0.2879,0.31,0.5224,24,113,137,Musim Semi,Cerah,Sabtu,2011-02
964,2011-02-12,1,0,2,18,0,6,0,1,0.28,0.2576,0.38,0.3284,4,60,64,Musim Semi,Cerah,Sabtu,2011-02
965,2011-02-12,1,0,2,19,0,6,0,1,0.28,0.2727,0.38,0.1642,2,39,41,Musim Semi,Cerah,Sabtu,2011-02
966,2011-02-12,1,0,2,20,0,6,0,1,0.26,0.2576,0.41,0.2239,1,39,40,Musim Semi,Cerah,Sabtu,2011-02
967,2011-02-12,1,0,2,21,0,6,0,1,0.26,0.303,0.41,0.0,9,42,51,Musim Semi,Cerah,Sabtu,2011-02
968,2011-02-12,1,0,2,22,0,6,0,1,0.24,0.2576,0.44,0.0896,6,39,45,Musim Semi,Cerah,Sabtu,2011-02
969,2011-02-12,1,0,2,23,0,6,0,1,0.22,0.2273,0.51,0.1343,1,31,32,Musim Semi,Cerah,Sabtu,2011-02
970,2011-02-13,1,0,2,0,0,0,0,1,0.2,0.2273,0.64,0.1045,5,34,39,Musim Semi,Cerah,Minggu,2011-02
971,2011-02-13,1,0,2,1,0,0,0,1,0.2,0.2273,0.59,0.0896,1,23,24,Musim Semi,Cerah,Minggu,2011-02
972,2011-02-13,1,0,2,2,0,0,0,2,0.2,0.2273,0.75,0.0896,1,19,20,Musim Semi,Berkabut,Minggu,2011-02
973,2011-02-13,1,0,2,3,0,0,0,2,0.2,0.2273,0.69,0.1045,4,8,12,Musim Semi,Berkabut,Minggu,2011-02
974,2011-02-13,1,0,2,4,0,0,0,2,0.2,0.2121,0.69,0.1642,0,2,2,Musim Semi,Berkabut,Minggu,2011-02
975,2011-02-13,1,0,2,6,0,0,0,2,0.2,0.2121,0.69,0.1343,2,3,5,Musim Semi,Berkabut,Minggu,2011-02
976,2011-02-13,1,0,2,7,0,0,0,2,0.22,0.2727,0.55,0.0,0,3,3,Musim Semi,Berkabut,Minggu,2011-02
977,2011-02-13,1,0,2,8,0,0,0,2,0.22,0.2273,0.64,0.194,1,11,12,Musim Semi,Berkabut,Minggu,2011-02
978,2011-02-13,1,0,2,9,0,0,0,2,0.24,0.2273,0.6,0.2239,12,35,47,Musim Semi,Berkabut,Minggu,2011-02
979,2011-02-13,1,0,2,10,0,0,0,1,0.3,0.2727,0.45,0.3284,19,86,105,Musim Semi,Cerah,Minggu,2011-02
980,2011-02-13,1,0,2,11,0,0,0,1,0.32,0.2879,0.39,0.4478,26,86,112,Musim Semi,Cerah,Minggu,2011-02
981,2011-02-13,1,0,2,12,0,0,0,1,0.36,0.3182,0.32,0.4627,58,94,152,Musim Semi,Cerah,Minggu,2011-02
982,2011-02-13,1,0,2,13,0,0,0,1,0.38,0.3939,0.29,0.3582,62,92,154,Musim Semi,Cerah,Minggu,2011-02
983,2011-02-13,1,0,2,14,0,0,0,2,0.4,0.4091,0.3,0.4179,51,110,161,Musim Semi,Berkabut,Minggu,2011-02
984,2011-02-13,1,0,2,15,0,0,0,2,0.4,0.4091,0.3,0.2985,40,122,162,Musim Semi,Berkabut,Minggu,2011-02
985,2011-02-13,1,0,2,16,0,0,0,2,0.42,0.4242,0.28,0.3284,28,106,134,Musim Semi,Berkabut,Minggu,2011-02
986,2011-02-13,1,0,2,17,0,0,0,1,0.42,0.4242,0.28,0.3284,30,95,125,Musim Semi,Cerah,Minggu,2011-02
987,2011-02-13,1,0,2,18,0,0,0,1,0.4,0.4091,0.32,0.2985,17,78,95,Musim Semi,Cerah,Minggu,2011-02
988,2011-02-13,1,0,2,19,0,0,0,1,0.4,0.4091,0.35,0.2836,11,50,61,Musim Semi,Cerah,Minggu,2011-02
989,2011-02-13,1,0,2,20,0,0,0,1,0.4,0.4091,0.35,0.3284,15,32,47,Musim Semi,Cerah,Minggu,2011-02
990,2011-02-13,1,0,2,21,0,0,0,1,0.4,0.4091,0.35,0.3582,6,45,51,Musim Semi,Cerah,Minggu,2011-02
991,2011-02-13,1,0,2,22,0,0,0,1,0.4,0.4091,0.35,0.2985,5,31,36,Musim Semi,Cerah,Minggu,2011-02
992,2011-02-13,1,0,2,23,0,0,0,1,0.4,0.4091,0.35,0.3582,3,27,30,Musim Semi,Cerah,Minggu,2011-02
993,2011-02-14,1,0,2,0,0,1,1,1,0.38,0.3939,0.37,0.3582,3,8,11,Musim Semi,Cerah,Senin,2011-02
994,2011-02-14,1,0,2,1,0,1,1,1,0.38,0.3939,0.37,0.3582,1,6,7,Musim Semi,Cerah,Senin,2011-02
995,2011-02-14,1,0,2,2,0,1,1,1,0.36,0.3333,0.4,0.2985,0,2,2,Musim Semi,Cerah,Senin,2011-02
996,2011-02-14,1,0,2,3,0,1,1,1,0.34,0.3182,0.46,0.2239,1,1,2,Musim Semi,Cerah,Senin,2011-02
997,2011-02-14,1,0,2,4,0,1,1,1,0.32,0.303,0.53,0.2836,0,2,2,Musim Semi,Cerah,Senin,2011-02
998,2011-02-14,1,0,2,5,0,1,1,1,0.32,0.303,0.53,0.2836,0,3,3,Musim Semi,Cerah,Senin,2011-02
999,2011-02-14,1,0,2,6,0,1,1,1,0.34,0.303,0.46,0.2985,1,25,26,Musim Semi,Cerah,Senin,2011-02
1000,2011-02-14,1,0,2,7,0,1,1,1,0.34,0.303,0.46,0.2985,2,96,98,Musim Semi,Cerah,Senin,2011-02
1001,2011-02-14,1,0,2,8,0,1,1,1,0.38,0.3939,0.4,0.4627,7,249,256,Musim Semi,Cerah,Senin,2011-02
1002,2011-02-14,1,0,2,9,0,1,1,1,0.4,0.4091,0.37,0.3881,8,122,130,Musim Semi,Cerah,Senin,2011-02
1003,2011-02-14,1,0,2,10,0,1,1,1,0.44,0.4394,0.33,0.2239,9,46,55,Musim Semi,Cerah,Senin,2011-02
1004,2011-02-14,1,0,2,11,0,1,1,1,0.52,0.5,0.23,0.2537,10,43,53,Musim Semi,Cerah,Senin,2011-02
1005,2011-02-14,1,0,2,12,0,1,1,1,0.56,0.5303,0.22,0.4478,27,99,126,Musim Semi,Cerah,Senin,2011-02
1006,2011-02-14,1,0,2,13,0,1,1,1,0.58,0.5455,0.19,0.3881,27,93,120,Musim Semi,Cerah,Senin,2011-02
1007,2011-02-14,1,0,2,14,0,1,1,1,0.6,0.5909,0.15,0.4925,14,76,90,Musim Semi,Cerah,Senin,2011-02
1008,2011-02-14,1,0,2,15,0,1,1,1,0.56,0.5303,0.21,0.6567,19,71,90,Musim Semi,Cerah,Senin,2011-02
1009,2011-02-14,1,0,2,16,0,1,1,1,0.52,0.5,0.27,0.4627,16,102,118,Musim Semi,Cerah,Senin,2011-02
1010,2011-02-14,1,0,2,17,0,1,1,1,0.46,0.4545,0.33,0.6119,25,218,243,Musim Semi,Cerah,Senin,2011-02
1011,2011-02-14,1,0,2,18,0,1,1,1,0.4,0.4091,0.4,0.6119,11,194,205,Musim Semi,Cerah,Senin,2011-02
1012,2011-02-14,1,0,2,19,0,1,1,1,0.38,0.3939,0.43,0.4925,12,86,98,Musim Semi,Cerah,Senin,2011-02
1013,2011-02-14,1,0,2,20,0,1,1,1,0.36,0.3182,0.46,0.4627,5,65,70,Musim Semi,Cerah,Senin,2011-02
1014,2011-02-14,1,0,2,21,0,1,1,1,0.36,0.3182,0.5,0.5224,8,35,43,Musim Semi,Cerah,Senin,2011-02
1015,2011-02-14,1,0,2,22,0,1,1,1,0.34,0.2879,0.46,0.6567,1,44,45,Musim Semi,Cerah,Senin,2011-02
1016,2011-02-14,1,0,2,23,0,1,1,1,0.32,0.2879,0.49,0.4925,1,19,20,Musim Semi,Cerah,Senin,2011-02
1017,2011-02-15,1,0,2,0,0,2,1,1,0.3,0.2727,0.49,0.4179,7,12,19,Musim Semi,Cerah,Selasa,2011-02
1018,2011-02-15,1,0,2,1,0,2,1,1,0.3,0.2424,0.42,0.7761,0,5,5,Musim Semi,Cerah,Selasa,2011-02
1019,2011-02-15,1,0,2,2,0,2,1,1,0.28,0.2273,0.41,0.6866,1,2,3,Musim Semi,Cerah,Selasa,2011-02
1020,2011-02-15,1,0,2,4,0,2,1,1,0.22,0.1818,0.37,0.5224,0,1,1,Musim Semi,Cerah,Selasa,2011-02
1021,2011-02-15,1,0,2,5,0,2,1,1,0.22,0.1818,0.32,0.4627,0,4,4,Musim Semi,Cerah,Selasa,2011-02
1022,2011-02-15,1,0,2,6,0,2,1,1,0.2,0.1818,0.32,0.3284,0,30,30,Musim Semi,Cerah,Selasa,2011-02
1023,2011-02-15,1,0,2,7,0,2,1,1,0.2,0.1818,0.32,0.3582,2,103,105,Musim Semi,Cerah,Selasa,2011-02
1024,2011-02-15,1,0,2,8,0,2,1,1,0.2,0.1818,0.32,0.3582,10,213,223,Musim Semi,Cerah,Selasa,2011-02
1025,2011-02-15,1,0,2,9,0,2,1,1,0.22,0.197,0.29,0.4478,2,108,110,Musim Semi,Cerah,Selasa,2011-02
1026,2011-02-15,1,0,2,10,0,2,1,1,0.24,0.2121,0.27,0.2836,5,47,52,Musim Semi,Cerah,Selasa,2011-02
1027,2011-02-15,1,0,2,11,0,2,1,1,0.26,0.2424,0.25,0.2537,11,46,57,Musim Semi,Cerah,Selasa,2011-02
1028,2011-02-15,1,0,2,12,0,2,1,1,0.28,0.2727,0.24,0.2537,6,65,71,Musim Semi,Cerah,Selasa,2011-02
1029,2011-02-15,1,0,2,13,0,2,1,1,0.32,0.303,0.21,0.2239,14,68,82,Musim Semi,Cerah,Selasa,2011-02
1030,2011-02-15,1,0,2,14,0,2,1,1,0.34,0.3182,0.19,0.2239,10,69,79,Musim Semi,Cerah,Selasa,2011-02
1031,2011-02-15,1,0,2,15,0,2,1,1,0.34,0.3333,0.19,0.1642,11,74,85,Musim Semi,Cerah,Selasa,2011-02
1032,2011-02-15,1,0,2,16,0,2,1,1,0.34,0.3182,0.19,0.2537,21,77,98,Musim Semi,Cerah,Selasa,2011-02
1033,2011-02-15,1,0,2,17,0,2,1,1,0.32,0.303,0.22,0.2239,15,191,206,Musim Semi,Cerah,Selasa,2011-02
1034,2011-02-15,1,0,2,18,0,2,1,1,0.3,0.303,0.22,0.1343,14,198,212,Musim Semi,Cerah,Selasa,2011-02
1035,2011-02-15,1,0,2,19,0,2,1,1,0.28,0.2879,0.26,0.1343,3,142,145,Musim Semi,Cerah,Selasa,2011-02
1036,2011-02-15,1,0,2,20,0,2,1,1,0.26,0.2727,0.33,0.1045,3,98,101,Musim Semi,Cerah,Selasa,2011-02
1037,2011-02-15,1,0,2,21,0,2,1,1,0.24,0.2879,0.52,0.0,5,61,66,Musim Semi,Cerah,Selasa,2011-02
1038,2011-02-15,1,0,2,22,0,2,1,1,0.24,0.2879,0.44,0.0,0,41,41,Musim Semi,Cerah,Selasa,2011-02
1039,2011-02-15,1,0,2,23,0,2,1,2,0.22,0.2576,0.44,0.0896,0,20,20,Musim Semi,Berkabut,Selasa,2011-02
1040,2011-02-16,1,0,2,0,0,3,1,1,0.22,0.2576,0.41,0.0896,0,15,15,Musim Semi,Cerah,Rabu,2011-02
1041,2011-02-16,1,0,2,1,0,3,1,1,0.2,0.2273,0.44,0.0896,0,9,9,Musim Semi,Cerah,Rabu,2011-02
1042,2011-02-16,1,0,2,3,0,3,1,2,0.2,0.197,0.47,0.194,0,1,1,Musim Semi,Berkabut,Rabu,2011-02
1043,2011-02-16,1,0,2,4,0,3,1,1,0.2,0.197,0.51,0.194,0,1,1,Musim Semi,Cerah,Rabu,2011-02
1044,2011-02-16,1,0,2,5,0,3,1,1,0.2,0.197,0.47,0.194,0,5,5,Musim Semi,Cerah,Rabu,2011-02
1045,2011-02-16,1,0,2,6,0,3,1,1,0.2,0.197,0.55,0.2239,1,32,33,Musim Semi,Cerah,Rabu,2011-02
1046,2011-02-16,1,0,2,7,0,3,1,2,0.2,0.197,0.55,0.2239,5,103,108,Musim Semi,Berkabut,Rabu,2011-02
1047,2011-02-16,1,0,2,8,0,3,1,2,0.22,0.2273,0.55,0.1642,6,224,230,Musim Semi,Berkabut,Rabu,2011-02
1048,2011-02-16,1,0,2,9,0,3,1,1,0.24,0.2121,0.52,0.2836,2,122,124,Musim Semi,Cerah,Rabu,2011-02
1049,2011-02-16,1,0,2,10,0,3,1,1,0.26,0.2273,0.41,0.3881,14,55,69,Musim Semi,Cerah,Rabu,2011-02
1050,2011-02-16,1,0,2,11,0,3,1,1,0.34,0.303,0.34,0.2985,7,59,66,Musim Semi,Cerah,Rabu,2011-02
1051,2011-02-16,1,0,2,12,0,3,1,1,0.38,0.3939,0.32,0.3284,14,72,86,Musim Semi,Cerah,Rabu,2011-02
1052,2011-02-16,1,0,2,13,0,3,1,1,0.42,0.4242,0.3,0.3582,13,80,93,Musim Semi,Cerah,Rabu,2011-02
1053,2011-02-16,1,0,2,14,0,3,1,1,0.46,0.4545,0.28,0.4179,17,65,82,Musim Semi,Cerah,Rabu,2011-02
1054,2011-02-16,1,0,2,15,0,3,1,1,0.46,0.4545,0.28,0.4179,35,82,117,Musim Semi,Cerah,Rabu,2011-02
1055,2011-02-16,1,0,2,16,0,3,1,1,0.46,0.4545,0.31,0.3881,26,96,122,Musim Semi,Cerah,Rabu,2011-02
1056,2011-02-16,1,0,2,17,0,3,1,1,0.46,0.4545,0.28,0.2836,11,244,255,Musim Semi,Cerah,Rabu,2011-02
1057,2011-02-16,1,0,2,18,0,3,1,1,0.4,0.4091,0.4,0.2239,20,202,222,Musim Semi,Cerah,Rabu,2011-02
1058,2011-02-16,1,0,2,19,0,3,1,1,0.34,0.3182,0.53,0.2239,18,143,161,Musim Semi,Cerah,Rabu,2011-02
1059,2011-02-16,1,0,2,20,0,3,1,1,0.38,0.3939,0.43,0.194,10,108,118,Musim Semi,Cerah,Rabu,2011-02
1060,2011-02-16,1,0,2,21,0,3,1,1,0.36,0.3485,0.46,0.194,5,87,92,Musim Semi,Cerah,Rabu,2011-02
1061,2011-02-16,1,0,2,22,0,3,1,1,0.34,0.3333,0.53,0.194,12,61,73,Musim Semi,Cerah,Rabu,2011-02
1062,2011-02-16,1,0,2,23,0,3,1,1,0.38,0.3939,0.4,0.2239,2,31,33,Musim Semi,Cerah,Rabu,2011-02
1063,2011-02-17,1,0,2,0,0,4,1,1,0.34,0.3333,0.53,0.194,1,16,17,Musim Semi,Cerah,Kamis,2011-02
1064,2011-02-17,1,0,2,1,0,4,1,1,0.34,0.3182,0.53,0.2239,0,6,6,Musim Semi,Cerah,Kamis,2011-02
1065,2011-02-17,1,0,2,2,0,4,1,2,0.34,0.3182,0.53,0.2239,2,4,6,Musim Semi,Berkabut,Kamis,2011-02
1066,2011-02-17,1,0,2,3,0,4,1,1,0.34,0.3333,0.53,0.194,3,1,4,Musim Semi,Cerah,Kamis,2011-02
1067,2011-02-17,1,0,2,4,0,4,1,1,0.32,0.3182,0.57,0.194,3,1,4,Musim Semi,Cerah,Kamis,2011-02
1068,2011-02-17,1,0,2,5,0,4,1,1,0.32,0.3333,0.66,0.0896,1,11,12,Musim Semi,Cerah,Kamis,2011-02
1069,2011-02-17,1,0,2,6,0,4,1,1,0.3,0.303,0.7,0.1343,3,44,47,Musim Semi,Cerah,Kamis,2011-02
1070,2011-02-17,1,0,2,7,0,4,1,1,0.32,0.3333,0.57,0.1045,7,119,126,Musim Semi,Cerah,Kamis,2011-02
1071,2011-02-17,1,0,2,8,0,4,1,1,0.32,0.3333,0.57,0.0896,18,267,285,Musim Semi,Cerah,Kamis,2011-02
1072,2011-02-17,1,0,2,9,0,4,1,1,0.36,0.3485,0.57,0.194,16,163,179,Musim Semi,Cerah,Kamis,2011-02
1073,2011-02-17,1,0,2,10,0,4,1,1,0.38,0.3939,0.54,0.194,18,70,88,Musim Semi,Cerah,Kamis,2011-02
1074,2011-02-17,1,0,2,11,0,4,1,2,0.44,0.4394,0.44,0.2537,19,71,90,Musim Semi,Berkabut,Kamis,2011-02
1075,2011-02-17,1,0,2,12,0,4,1,1,0.48,0.4697,0.41,0.2239,15,86,101,Musim Semi,Cerah,Kamis,2011-02
1076,2011-02-17,1,0,2,13,0,4,1,1,0.54,0.5152,0.34,0.2239,15,108,123,Musim Semi,Cerah,Kamis,2011-02
1077,2011-02-17,1,0,2,14,0,4,1,1,0.6,0.6212,0.31,0.2239,26,55,81,Musim Semi,Cerah,Kamis,2011-02
1078,2011-02-17,1,0,2,15,0,4,1,1,0.6,0.6061,0.28,0.2537,15,91,106,Musim Semi,Cerah,Kamis,2011-02
1079,2011-02-17,1,0,2,16,0,4,1,2,0.56,0.5303,0.35,0.2985,29,117,146,Musim Semi,Berkabut,Kamis,2011-02
1080,2011-02-17,1,0,2,17,0,4,1,2,0.58,0.5455,0.32,0.2985,18,256,274,Musim Semi,Berkabut,Kamis,2011-02
1081,2011-02-17,1,0,2,18,0,4,1,2,0.54,0.5152,0.42,0.2836,11,211,222,Musim Semi,Berkabut,Kamis,2011-02
1082,2011-02-17,1,0,2,19,0,4,1,1,0.48,0.4697,0.55,0.3284,14,161,175,Musim Semi,Cerah,Kamis,2011-02
1083,2011-02-17,1,0,2,20,0,4,1,1,0.48,0.4697,0.59,0.3284,8,131,139,Musim Semi,Cerah,Kamis,2011-02
1084,2011-02-17,1,0,2,21,0,4,1,1,0.52,0.5,0.55,0.3881,5,119,124,Musim Semi,Cerah,Kamis,2011-02
1085,2011-02-17,1,0,2,22,0,4,1,1,0.5,0.4848,0.59,0.2836,8,68,76,Musim Semi,Cerah,Kamis,2011-02
1086,2011-02-17,1,0,2,23,0,4,1,1,0.46,0.4545,0.67,0.2985,4,40,44,Musim Semi,Cerah,Kamis,2011-02
1087,2011-02-18,1,0,2,0,0,5,1,1,0.44,0.4394,0.72,0.2836,12,20,32,Musim Semi,Cerah,Jumat,2011-02
1088,2011-02-18,1,0,2,1,0,5,1,1,0.44,0.4394,0.72,0.2239,1,7,8,Musim Semi,Cerah,Jumat,2011-02
1089,2011-02-18,1,0,2,2,0,5,1,1,0.44,0.4394,0.72,0.2836,2,5,7,Musim Semi,Cerah,Jumat,2011-02
1090,2011-02-18,1,0,2,3,0,5,1,1,0.46,0.4545,0.67,0.2537,2,6,8,Musim Semi,Cerah,Jumat,2011-02
1091,2011-02-18,1,0,2,4,0,5,1,1,0.46,0.4545,0.67,0.2537,0,1,1,Musim Semi,Cerah,Jumat,2011-02
1092,2011-02-18,1,0,2,5,0,5,1,2,0.46,0.4545,0.67,0.1045,1,6,7,Musim Semi,Berkabut,Jumat,2011-02
1093,2011-02-18,1,0,2,6,0,5,1,2,0.44,0.4394,0.72,0.1642,2,48,50,Musim Semi,Berkabut,Jumat,2011-02
1094,2011-02-18,1,0,2,7,0,5,1,2,0.42,0.4242,0.77,0.2239,8,108,116,Musim Semi,Berkabut,Jumat,2011-02
1095,2011-02-18,1,0,2,8,0,5,1,2,0.42,0.4242,0.77,0.194,26,246,272,Musim Semi,Berkabut,Jumat,2011-02
1096,2011-02-18,1,0,2,9,0,5,1,2,0.42,0.4242,0.77,0.194,15,154,169,Musim Semi,Berkabut,Jumat,2011-02
1097,2011-02-18,1,0,2,10,0,5,1,2,0.44,0.4394,0.72,0.2239,17,78,95,Musim Semi,Berkabut,Jumat,2011-02
1098,2011-02-18,1,0,2,11,0,5,1,1,0.44,0.4394,0.72,0.1642,31,82,113,Musim Semi,Cerah,Jumat,2011-02
1099,2011-02-18,1,0,2,12,0,5,1,1,0.5,0.4848,0.59,0.194,59,126,185,Musim Semi,Cerah,Jumat,2011-02
1100,2011-02-18,1,0,2,13,0,5,1,1,0.6,0.6212,0.43,0.194,45,131,176,Musim Semi,Cerah,Jumat,2011-02
1101,2011-02-18,1,0,2,14,0,5,1,1,0.66,0.6212,0.36,0.2985,73,118,191,Musim Semi,Cerah,Jumat,2011-02
1102,2011-02-18,1,0,2,15,0,5,1,1,0.66,0.6212,0.36,0.3284,55,117,172,Musim Semi,Cerah,Jumat,2011-02
1103,2011-02-18,1,0,2,16,0,5,1,1,0.66,0.6212,0.36,0.2836,68,164,232,Musim Semi,Cerah,Jumat,2011-02
1104,2011-02-18,1,0,2,17,0,5,1,1,0.66,0.6212,0.34,0.3582,52,275,327,Musim Semi,Cerah,Jumat,2011-02
1105,2011-02-18,1,0,2,18,0,5,1,1,0.64,0.6212,0.33,0.3284,29,195,224,Musim Semi,Cerah,Jumat,2011-02
1106,2011-02-18,1,0,2,19,0,5,1,1,0.62,0.6212,0.29,0.5821,16,146,162,Musim Semi,Cerah,Jumat,2011-02
1107,2011-02-18,1,0,2,20,0,5,1,1,0.6,0.6212,0.31,0.194,19,105,124,Musim Semi,Cerah,Jumat,2011-02
1108,2011-02-18,1,0,2,21,0,5,1,1,0.58,0.5455,0.21,0.4925,11,61,72,Musim Semi,Cerah,Jumat,2011-02
1109,2011-02-18,1,0,2,22,0,5,1,1,0.54,0.5152,0.1,0.2537,19,88,107,Musim Semi,Cerah,Jumat,2011-02
1110,2011-02-18,1,0,2,23,0,5,1,1,0.52,0.5,0.08,0.2836,16,61,77,Musim Semi,Cerah,Jumat,2011-02
1111,2011-02-19,1,0,2,0,0,6,0,1,0.48,0.4697,0.12,0.4925,6,23,29,Musim Semi,Cerah,Sabtu,2011-02
1112,2011-02-19,1,0,2,1,0,6,0,1,0.46,0.4545,0.14,0.4179,10,21,31,Musim Semi,Cerah,Sabtu,2011-02
1113,2011-02-19,1,0,2,2,0,6,0,1,0.44,0.4394,0.13,0.3881,3,14,17,Musim Semi,Cerah,Sabtu,2011-02
1114,2011-02-19,1,0,2,3,0,6,0,1,0.42,0.4242,0.14,0.2985,0,7,7,Musim Semi,Cerah,Sabtu,2011-02
1115,2011-02-19,1,0,2,4,0,6,0,1,0.4,0.4091,0.15,0.3284,0,3,3,Musim Semi,Cerah,Sabtu,2011-02
1116,2011-02-19,1,0,2,5,0,6,0,1,0.4,0.4091,0.15,0.3284,0,3,3,Musim Semi,Cerah,Sabtu,2011-02
1117,2011-02-19,1,0,2,6,0,6,0,1,0.4,0.4091,0.17,0.4179,3,3,6,Musim Semi,Cerah,Sabtu,2011-02
1118,2011-02-19,1,0,2,7,0,6,0,1,0.38,0.3939,0.17,0.5224,6,16,22,Musim Semi,Cerah,Sabtu,2011-02
1119,2011-02-19,1,0,2,8,0,6,0,1,0.38,0.3939,0.17,0.5821,9,36,45,Musim Semi,Cerah,Sabtu,2011-02
1120,2011-02-19,1,0,2,9,0,6,0,1,0.4,0.4091,0.16,0.6567,18,37,55,Musim Semi,Cerah,Sabtu,2011-02
1121,2011-02-19,1,0,2,10,0,6,0,1,0.42,0.4242,0.16,0.5821,34,72,106,Musim Semi,Cerah,Sabtu,2011-02
1122,2011-02-19,1,0,2,11,0,6,0,1,0.44,0.4394,0.16,0.5821,47,76,123,Musim Semi,Cerah,Sabtu,2011-02
1123,2011-02-19,1,0,2,12,0,6,0,1,0.44,0.4394,0.18,0.4925,38,81,119,Musim Semi,Cerah,Sabtu,2011-02
1124,2011-02-19,1,0,2,13,0,6,0,1,0.44,0.4394,0.16,0.6119,52,103,155,Musim Semi,Cerah,Sabtu,2011-02
1125,2011-02-19,1,0,2,14,0,6,0,1,0.46,0.4545,0.15,0.6567,102,94,196,Musim Semi,Cerah,Sabtu,2011-02
1126,2011-02-19,1,0,2,15,0,6,0,1,0.44,0.4394,0.16,0.7463,84,87,171,Musim Semi,Cerah,Sabtu,2011-02
1127,2011-02-19,1,0,2,16,0,6,0,1,0.44,0.4394,0.16,0.6418,39,81,120,Musim Semi,Cerah,Sabtu,2011-02
1128,2011-02-19,1,0,2,17,0,6,0,1,0.42,0.4242,0.19,0.6119,36,91,127,Musim Semi,Cerah,Sabtu,2011-02
1129,2011-02-19,1,0,2,18,0,6,0,1,0.36,0.3182,0.25,0.4478,21,67,88,Musim Semi,Cerah,Sabtu,2011-02
1130,2011-02-19,1,0,2,19,0,6,0,1,0.34,0.303,0.29,0.3582,5,54,59,Musim Semi,Cerah,Sabtu,2011-02
1131,2011-02-19,1,0,2,20,0,6,0,1,0.32,0.2879,0.28,0.5224,9,38,47,Musim Semi,Cerah,Sabtu,2011-02
1132,2011-02-19,1,0,2,21,0,6,0,1,0.32,0.2727,0.26,0.5522,4,29,33,Musim Semi,Cerah,Sabtu,2011-02
1133,2011-02-19,1,0,2,22,0,6,0,1,0.3,0.2576,0.28,0.4925,2,42,44,Musim Semi,Cerah,Sabtu,2011-02
1134,2011-02-19,1,0,2,23,0,6,0,1,0.28,0.2424,0.33,0.4478,4,25,29,Musim Semi,Cerah,Sabtu,2011-02
1135,2011-02-20,1,0,2,0,0,0,0,1,0.26,0.2121,0.35,0.4478,3,14,17,Musim Semi,Cerah,Minggu,2011-02
1136,2011-02-20,1,0,2,1,0,0,0,1,0.24,0.197,0.41,0.4627,5,11,16,Musim Semi,Cerah,Minggu,2011-02
1137,2011-02-20,1,0,2,2,0,0,0,1,0.24,0.197,0.41,0.5522,0,17,17,Musim Semi,Cerah,Minggu,2011-02
1138,2011-02-20,1,0,2,3,0,0,0,1,0.22,0.1818,0.44,0.5522,9,9,18,Musim Semi,Cerah,Minggu,2011-02
1139,2011-02-20,1,0,2,4,0,0,0,1,0.22,0.1818,0.44,0.5522,0,1,1,Musim Semi,Cerah,Minggu,2011-02
1140,2011-02-20,1,0,2,6,0,0,0,1,0.2,0.1818,0.47,0.2985,1,1,2,Musim Semi,Cerah,Minggu,2011-02
1141,2011-02-20,1,0,2,7,0,0,0,1,0.18,0.1667,0.51,0.2537,0,2,2,Musim Semi,Cerah,Minggu,2011-02
1142,2011-02-20,1,0,2,8,0,0,0,1,0.2,0.2273,0.51,0.1045,2,22,24,Musim Semi,Cerah,Minggu,2011-02
1143,2011-02-20,1,0,2,9,0,0,0,1,0.22,0.2121,0.47,0.2836,7,48,55,Musim Semi,Cerah,Minggu,2011-02
1144,2011-02-20,1,0,2,10,0,0,0,2,0.26,0.2576,0.41,0.194,34,70,104,Musim Semi,Berkabut,Minggu,2011-02
1145,2011-02-20,1,0,2,11,0,0,0,2,0.3,0.303,0.33,0.1642,72,89,161,Musim Semi,Berkabut,Minggu,2011-02
1146,2011-02-20,1,0,2,12,0,0,0,1,0.3,0.3182,0.33,0.1045,62,120,182,Musim Semi,Cerah,Minggu,2011-02
